lemme;genre;freq
hémorroïde;f;0,41
import-export;m;0,41
imposition;f;0,41
impétigo;m;0,41
incarnat;m;0,41
inculture;f;0,41
infatuation;f;0,41
inhalation;f;0,41
insincérité;f;0,41
intempérance;f;0,41
intronisation;f;0,41
intériorité;f;0,41
invendu;m;0,41
inverti;m;0,41
ivoirin;f;0,41
jacot;m;0,41
jaunisse;f;0,41
joncaille;f;0,41
jubilé;m;0,41
julep;m;0,41
kilomètre-heure;m;0,41
kolkhoze;m;0,41
krach;m;0,41
kébour;m;0,41
labourage;m;0,41
lamproie;f;0,41
lance-torpilles;m;0,41
lapis-lazuli;m;0,41
larfeuille;m;0,41
larigot;m;0,41
lasagne;f;0,41
lavis;m;0,41
laxatif;m;0,41
laçage;m;0,41
leucose;f;0,41
licenciement;m;0,41
lieux-dits;m;0,41
lignage;m;0,41
linotype;f;0,41
litote;f;0,41
loch;m;0,41
lolo;m;0,41
lombes;f;0,41
longitude;f;0,41
lopin;m;0,41
lotta;f;0,41
loupiot;m;0,41
lémurien;m;0,41
maelström;m;0,41
maestria;f;0,41
main-forte;f;0,41
maintenue;f;0,41
malpoli;m;0,41
mandrin;m;0,41
mandé;m;0,41
maraca;f;0,41
marennes;f;0,41
marguillier;m;0,41
marijuana;f;0,41
marivaudage;m;0,41
maroufle;f;0,41
marteau-pilon;m;0,41
martin-pêcheur;m;0,41
maréchaux-ferrants;m;0,41
massicotier;m;0,41
matuche;m;0,41
mazet;m;0,41
mazurka;f;0,41
menthol;m;0,41
mi-juillet;f;0,41
misanthropie;f;0,41
miston;f;0,41
mominette;f;0,41
monopoly;m;0,41
moucheture;f;0,41
moukère;f;0,41
moyeux;m;0,41
mufti;m;0,41
multinationale;f;0,41
mânes;m;0,41
mère-patrie;f;0,41
médicastre;m;0,41
méhari;m;0,41
mémorial;m;0,41
ménisque;m;0,41
naja;m;0,41
nasillement;m;0,41
nippon;m;0,41
nivôse;m;0,41
non-retour;m;0,41
none;f;0,41
nonnette;f;0,41
normalisation;f;0,41
nuisible;m;0,41
négritude;f;0,41
névrosé;m;0,41
obscurcissement;m;0,41
oedipe;m;0,41
oiselle;f;0,41
olifant;m;0,41
ondin;m;0,41
ondine;f;0,41
onglée;f;0,41
orangerie;f;0,41
ovocyte;m;0,41
oxyde;m;0,41
pacification;f;0,41
pagaye;f;0,41
paillon;m;0,41
palanquin;m;0,41
palestre;f;0,41
palet;m;0,41
panarabisme;m;0,41
parallélisme;m;0,41
paramètre;m;0,41
parka;m;0,41
particularisme;m;0,41
patente;f;0,41
patenôtre;f;0,41
pater noster;m;0,41
patinoire;f;0,41
pattemouille;f;0,41
pauvret;m;0,41
pavane;f;0,41
pelle-pioche;f;0,41
pense-bête;m;0,41
people;m;0,41
percement;m;0,41
perpette;f;0,41
perré;m;0,41
persiflage;m;0,41
pet-de-nonne;m;0,41
phalanstère;m;0,41
pharynx;m;0,41
philippin;m;0,41
phonème;m;0,41
pied-de-poule;m;0,41
pimpon;m;0,41
pissat;m;0,41
plagiat;m;0,41
plissé;m;0,41
plombage;m;0,41
plèbe;f;0,41
pochade;f;0,41
pointage;m;0,41
polak;m;0,41
policeman;m;0,41
polissage;m;0,41
poltron;m;0,41
ponceau;m;0,41
ponceur;f;0,41
porte-à-porte;m;0,41
pot-de-vin;m;0,41
potentat;m;0,41
poulaille;f;0,41
pourrissoir;m;0,41
pousse-pousse;m;0,41
poêlon;m;0,41
presse-purée;m;0,41
prestidigitation;f;0,41
programmation;f;0,41
propagateur;m;0,41
proxo;m;0,41
proxénétisme;m;0,41
proze;m;0,41
prédisposition;f;0,41
président-directeur;m;0,41
préventorium;m;0,41
prééminence;f;0,41
prêtrise;f;0,41
pucier;m;0,41
purotin;m;0,41
purulence;f;0,41
putasserie;f;0,41
pyrotechnie;f;0,41
pédalo;m;0,41
pégriot;m;0,41
pétoulet;m;0,41
qu'en-dira-t-on;m;0,41
quasi-certitude;f;0,41
quatre-heures;m;0,41
quiqui;m;0,41
radoub;m;0,41
raider;m;0,41
rasage;m;0,41
rascasse;f;0,41
rastaquouère;m;0,41
rationalisme;m;0,41
ravalement;m;0,41
reblochon;m;0,41
redistribution;f;0,41
regency;m;0,41
reine-claude;f;0,41
relance;f;0,41
relevée;f;0,41
relieur;m;0,41
religiosité;f;0,41
renonciation;f;0,41
rentré;m;0,41
ressemelage;m;0,41
restauroute;m;0,41
retape;f;0,41
retroussis;m;0,41
rhapsodie;f;0,41
ribouldingue;f;0,41
riflard;m;0,41
rillons;m;0,41
ripolin;m;0,41
rocambole;f;0,41
rodage;m;0,41
roitelet;m;0,41
roman-feuilleton;m;0,41
roman-photo;m;0,41
rotor;m;0,41
rouleur;m;0,41
rouste;f;0,41
réciproque;f;0,41
réfraction;f;0,41
réfutation;f;0,41
réservation;f;0,41
réséda;m;0,41
rétribution;f;0,41
rêvasserie;f;0,41
rôtissoire;f;0,41
sac-poubelle;m;0,41
sagaie;f;0,41
saint-émilion;m;0,41
samaritain;m;0,41
sanguine;f;0,41
sanhédrin;m;0,41
sanitaire;m;0,41
sans-culotte;m;0,41
sanscrit;m;0,41
satinette;f;0,41
sauterie;f;0,41
schbeb;m;0,41
schproum;m;0,41
schuss;m;0,41
scintillation;f;0,41
script;m;0,41
sirdar;m;0,41
sociabilité;f;0,41
songe-creux;m;0,41
souquenille;f;0,41
souriceau;m;0,41
sous-développé;m;0,41
sous-fifre;m;0,41
souscription;f;0,41
soutenant;m;0,41
spermato;m;0,41
spider;m;0,41
spécialisation;f;0,41
stabilisation;f;0,41
staccato;m;0,41
stance;f;0,41
stratification;f;0,41
stress;m;0,41
striure;f;0,41
strudel;m;0,41
sublimation;f;0,41
suborneur;m;0,41
sulky;m;0,41
sunlight;m;0,41
superstar;f;0,41
symbiose;f;0,41
synthétiseur;m;0,41
séchage;m;0,41
séraphin;m;0,41
tabagie;f;0,41
tadorne;m;0,41
tag;m;0,41
tajine;m;0,41
tape-cul;m;0,41
tapée;f;0,41
tarentule;f;0,41
tartiss;m;0,41
tentiaire;f;0,41
tergal;m;0,41
terminaison;f;0,41
tessiture;f;0,41
teuf-teuf;m;0,41
thermes;m;0,41
thérapeutique;f;0,41
tissu-éponge;m;0,41
toquade;f;0,41
toquard;m;0,41
toril;m;0,41
tortilla;f;0,41
toton;m;0,41
toulonnais;m;0,41
trachée;f;0,41
trappon;m;0,41
trattoria;f;0,41
traîtresse;f;0,41
trempette;f;0,41
tricotage;m;0,41
trinité;f;0,41
trouduc;m;0,41
trucage;m;0,41
trusteeship;m;0,41
trémie;f;0,41
tue-mouche;m;0,41
télescopage;m;0,41
tête-de-mort;f;0,41
unicité;f;0,41
urbanité;f;0,41
va-tout;m;0,41
vachette;f;0,41
validité;f;0,41
vaporetto;m;0,41
varlope;f;0,41
vaudou;m;0,41
verbalisme;m;0,41
vergeture;f;0,41
vespasien;f;0,41
vicomté;f;0,41
vidéo;f;0,41
vioc;m;0,41
violoneux;m;0,41
viorne;f;0,41
virtualité;f;0,41
vivarium;m;0,41
viveur;m;0,41
vivisection;f;0,41
vulgarisation;f;0,41
vélocipède;m;0,41
vélum;m;0,41
vénalité;f;0,41
vénus;f;0,41
yak;m;0,41
zeppelin;m;0,41
zip;m;0,41
zizanie;f;0,41
zoom;m;0,41
zébu;m;0,41
ânesse;f;0,41
ébénisterie;f;0,41
économique;m;0,41
écrase-merde;m;0,41
élégie;f;0,41
épicemard;m;0,41
épigone;m;0,41
épigramme;f;0,41
étrille;f;0,41
étrivière;f;0,41
éviction;f;0,41
accu;m;0,34
aconit;m;0,34
acoustique;f;0,34
acquittement;m;0,34
adagio;m;0,34
adjuration;f;0,34
adéquation;f;0,34
aggloméré;m;0,34
ahanement;m;0,34
alléluia;m;0,34
alpenstock;m;0,34
alène;f;0,34
amateurisme;m;0,34
amuseur;m;0,34
anesthésique;m;0,34
anthropomorphisme;m;0,34
anticléricalisme;m;0,34
antigène;m;0,34
antimilitarisme;m;0,34
antinomie;f;0,34
antiphrase;f;0,34
aplanissement;m;0,34
apparatchik;m;0,34
appropriation;f;0,34
appétence;f;0,34
arganier;m;0,34
armorial;m;0,34
arthrite;f;0,34
artiflot;m;0,34
assainissement;m;0,34
assujettissement;m;0,34
astérisque;m;0,34
asymétrie;f;0,34
aubette;f;0,34
autarcie;f;0,34
autocensure;f;0,34
autoportrait;m;0,34
avant-train;m;0,34
avilissement;m;0,34
aérien;m;0,34
aïd;m;0,34
baballe;f;0,34
badamier;m;0,34
badauderie;f;0,34
bail,bau;m;0,34
baklava;m;0,34
balancelle;f;0,34
balançage;m;0,34
balayure;f;0,34
ballant;m;0,34
bambino;m;0,34
barbarisme;m;0,34
barboteur;f;0,34
bardane;f;0,34
baronnet;m;0,34
barracuda;m;0,34
basket-ball;m;0,34
bassinet;m;0,34
battage;m;0,34
be-bop;m;0,34
beefsteak;m;0,34
belle-de-nuit;f;0,34
belle-maman;f;0,34
belligérance;f;0,34
berlingue;m;0,34
bernard-l'ermite;m;0,34
bernicle;f;0,34
best;m;0,34
bi;m;0,34
bicarbonate;m;0,34
biguine;f;0,34
bimoteur;m;0,34
bisbille;f;0,34
biscoto;m;0,34
bissac;m;0,34
bla-bla-bla;m;0,34
blablabla;m;0,34
bleu-noir;m;0,34
bolduc;m;0,34
bouilleur;m;0,34
bouilli;m;0,34
bouillonné;m;0,34
bouquetin;m;0,34
bourrier;m;0,34
bousier;m;0,34
boutonnage;m;0,34
boxer;m;0,34
braiment;m;0,34
brick;m;0,34
brigue;f;0,34
brimborion;m;0,34
briscard;m;0,34
brocheur;m;0,34
brushing;m;0,34
brûlis;m;0,34
bubon;m;0,34
businessman;m;0,34
bustier;m;0,34
byzantin;m;0,34
byzantinisme;m;0,34
bénédicité;m;0,34
cabestan;m;0,34
cacatoès;m;0,34
calbar;m;0,34
cale-pied;m;0,34
camarin;m;0,34
camaïeu;m;0,34
camerounais;m;0,34
canotage;m;0,34
cantilène;f;0,34
carambar;m;0,34
cardamome;f;0,34
cardan;m;0,34
caroubier;m;0,34
carreleur;m;0,34
carter;m;0,34
cartographie;f;0,34
cartonnier;m;0,34
cashmere;m;0,34
casserolée;f;0,34
cata;f;0,34
causalité;f;0,34
cavaillon;m;0,34
cens;m;0,34
champignonnière;f;0,34
charbonnière;f;0,34
chardonneret;m;0,34
charlatanisme;m;0,34
chatouillis;m;0,34
chatterton;m;0,34
chaude-pisse;f;0,34
chaudronnerie;f;0,34
chavirement;m;0,34
chenillette;f;0,34
cherry;m;0,34
chibouk;m;0,34
chineur;m;0,34
chouannerie;f;0,34
chéfesse;f;0,34
cicérone;m;0,34
citoyenneté;f;0,34
clampin;m;0,34
classicisme;m;0,34
clownerie;f;0,34
co-propriété;f;0,34
coalisé;m;0,34
cocard;m;0,34
cocotte-minute;f;0,34
coffiot;m;0,34
cogito;m;0,34
coin-coin;m;0,34
colchique;m;0,34
collectivisme;m;0,34
colleur;m;0,34
coloriage;m;0,34
coltinage;m;0,34
comparution;f;0,34
comptant;m;0,34
compte-fils;m;0,34
concavité;f;0,34
condensé;m;0,34
confinement;m;0,34
congélateur;m;0,34
consensus;m;0,34
continuateur;m;0,34
contracture;f;0,34
contre-allée;f;0,34
contre-espionnage;m;0,34
contre-pente;f;0,34
contre-révolution;f;0,34
contrechamp;m;0,34
contrordre;m;0,34
convalo;f;0,34
copte;m;0,34
cora;f;0,34
cornière;f;0,34
cornouiller;m;0,34
coupe-chou;m;0,34
coupe-circuit;m;0,34
coupe-vent;m;0,34
couscoussier;m;0,34
creek;m;0,34
crevure;f;0,34
critérium;m;0,34
croche-patte;m;0,34
cross-country;m;0,34
créativité;f;0,34
crédibilité;f;0,34
crémone;f;0,34
cubage;m;0,34
cui-cui;m;0,34
cuissage;m;0,34
cuistrerie;f;0,34
culmination;f;0,34
cuveau;m;0,34
cyclamen;m;0,34
daguerréotype;m;0,34
delco;m;0,34
demi-deuil;m;0,34
demi-livre;f;0,34
demi-rond;f;0,34
destitution;f;0,34
diablotin;m;0,34
dictaphone;m;0,34
diorama;m;0,34
diphtongue;f;0,34
dirigeable;m;0,34
dissentiment;m;0,34
dissolvant;m;0,34
dithyrambe;m;0,34
dogmatisme;m;0,34
dojo;m;0,34
dom;m;0,34
dominant;m;0,34
doping;m;0,34
dormant;m;0,34
dos-d'âne;m;0,34
doublage;m;0,34
downing street;f;0,34
drag;m;0,34
driver;m;0,34
dualisme;m;0,34
duffle-coat;m;0,34
dynamiteur;m;0,34
débrouillardise;f;0,34
débrouille;f;0,34
décadi;m;0,34
décapant;m;0,34
décoloration;f;0,34
déferlante;f;0,34
défoncement;m;0,34
déglingue;f;0,34
déjà-vu;m;0,34
délimitation;f;0,34
délivre;m;0,34
déloyauté;f;0,34
démembrement;m;0,34
déminage;m;0,34
dépendeur;m;0,34
déperdition;f;0,34
dépeçage;m;0,34
députation;f;0,34
député-maire;m;0,34
dépérissement;m;0,34
dérangé;m;0,34
dérogation;f;0,34
désamour;m;0,34
dévalement;m;0,34
efficience;f;0,34
effilé;m;0,34
eider;m;0,34
embourgeoisement;m;0,34
embrouillamini;m;0,34
empierrement;m;0,34
empiètement;m;0,34
encadreur;m;0,34
encart;m;0,34
endogamie;f;0,34
enfançon;m;0,34
enfouissement;m;0,34
enjambeur;m;0,34
enrôlement;m;0,34
entendeur;m;0,34
entrelacement;m;0,34
enviandé;m;0,34
enzyme;f;0,34
escamotage;m;0,34
espacement;m;0,34
esseulement;m;0,34
estoc;m;0,34
exhaustion;f;0,34
exit;m;0,34
expulsé;m;0,34
fac-similé;m;0,34
factum;m;0,34
fagne;f;0,34
fainéantise;f;0,34
faquin;m;0,34
fardier;m;0,34
fat;m;0,34
fauchage;m;0,34
faux-col;m;0,34
faux-filet;m;0,34
favoritisme;m;0,34
fellagha;m;0,34
fenaison;f;0,34
fendeur;m;0,34
ferblantier;m;0,34
fermette;f;0,34
feuilleté;m;0,34
fiabilité;f;0,34
fil-à-fil;m;0,34
filoselle;f;0,34
filouterie;f;0,34
flagellé;m;0,34
flambard;m;0,34
flexibilité;f;0,34
flouze;m;0,34
foirade;f;0,34
footing;m;0,34
formalisme;m;0,34
fouterie;f;0,34
fra;m;0,34
frangipane;f;0,34
frappeur;m;0,34
fraternisation;f;0,34
fridolin;m;0,34
frigidité;f;0,34
frisure;f;0,34
frontispice;m;0,34
frottis;m;0,34
frétillement;m;0,34
fuchsia;m;0,34
fumisterie;f;0,34
féculent;m;0,34
fédéré;m;0,34
félonie;f;0,34
féria;f;0,34
fétidité;f;0,34
gabegie;f;0,34
gabier;m;0,34
gabonais;m;0,34
galope;f;0,34
galuchat;m;0,34
galée;f;0,34
gammaglobuline;f;0,34
garance;f;0,34
garde-corps;m;0,34
garde-meubles;m;0,34
garden-party;f;0,34
gargarisme;m;0,34
gasoil;m;0,34
gaulis;m;0,34
gavroche;m;0,34
gelure;f;0,34
gigantisme;m;0,34
gigotement;m;0,34
glaciation;f;0,34
gloriette;f;0,34
gnafron;m;0,34
gnard;m;0,34
godelureau;m;0,34
goitreux;m;0,34
gorgonzola;m;0,34
goumi;m;0,34
gourgandine;f;0,34
graal;m;0,34
grainetier;m;0,34
grand-quartier;m;0,34
granulation;f;0,34
grappa;f;0,34
gratteur;m;0,34
gravelle;f;0,34
grignotage;m;0,34
grimacier;m;0,34
grimpant;m;0,34
grisé;m;0,34
grole;f;0,34
group;m;0,34
gréement;m;0,34
guette;f;0,34
guibole;f;0,34
gypse;m;0,34
gâteur;f;0,34
géhenne;f;0,34
gésine;f;0,34
haleur;m;0,34
hanap;m;0,34
hautain;m;0,34
hellénisme;m;0,34
hennin;m;0,34
historiette;f;0,34
hoirie;f;0,34
homogénéité;f;0,34
houe;f;0,34
huisserie;f;0,34
humérus;m;0,34
huppe;f;0,34
hurricane;m;0,34
hydre;f;0,34
hydrocarbure;m;0,34
hymen;m;0,34
hyperbole;f;0,34
hâblerie;f;0,34
hélianthe;m;0,34
hémicycle;m;0,34
hémoglobine;f;0,34
hérissement;m;0,34
ice-cream;m;0,34
ie;m;0,34
igname;f;0,34
ignition;f;0,34
illusionnisme;m;0,34
imaginatif;m;0,34
imam;m;0,34
immaturité;f;0,34
immobilisation;f;0,34
impersonnalité;f;0,34
importateur;m;0,34
in-octavo;m;0,34
incorrection;f;0,34
incroyance;f;0,34
incuriosité;f;0,34
indiennerie;f;0,34
indistinction;f;0,34
indochinois;m;0,34
indécis;m;0,34
indétermination;f;0,34
interlude;m;0,34
iota;m;0,34
iridium;m;0,34
irradiation;f;0,34
isolation;f;0,34
jacasserie;f;0,34
jacobin;m;0,34
javelle;f;0,34
joyeuseté;f;0,34
jurisprudence;f;0,34
kacha;f;0,34
kaolin;m;0,34
kapo;m;0,34
kapok;m;0,34
khâgneux;m;0,34
kick;m;0,34
kilowatt;m;0,34
kit;m;0,34
koré;f;0,34
kummel;m;0,34
labrador;m;0,34
lacryma-christi;m;0,34
larsen;m;0,34
lascivité;f;0,34
lei;m;0,34
letton;m;0,34
levage;m;0,34
liant;m;0,34
libre-service;m;0,34
licteur;m;0,34
logarithme;m;0,34
lumen;m;0,34
lux;m;0,34
lèche-bottes;m;0,34
malfaçon;f;0,34
maltais;m;0,34
mamelouk;m;0,34
mandant;m;0,34
mandarinier;m;0,34
mandorle;f;0,34
maniaquerie;f;0,34
maniérisme;m;0,34
manquant;m;0,34
marginalité;f;0,34
margoulette;f;0,34
marloupin;m;0,34
martienne;f;0,34
massacreur;m;0,34
massepain;m;0,34
mastroquet;m;0,34
maussaderie;f;0,34
mechta;f;0,34
mentonnier;f;0,34
merdouille;f;0,34
meurette;f;0,34
mi-distance;f;0,34
mi-longs;m;0,34
mi-parcours;m;0,34
micocoulier;m;0,34
microcosme;m;0,34
milady;f;0,34
milan;m;0,34
milligramme;m;0,34
minitel;m;0,34
minutage;m;0,34
miquette;f;0,34
mirabellier;m;0,34
miroton;m;0,34
miserere;m;0,34
moirure;f;0,34
monothéisme;m;0,34
montjoie;f;0,34
morcellement;m;0,34
morcif;m;0,34
mortadelle;f;0,34
mot-clé;m;0,34
mouillure;f;0,34
moussaillon;m;0,34
muffin;m;0,34
mulâtresse;f;0,34
mutualité;f;0,34
mâchicoulis;m;0,34
mère-grand;f;0,34
mélisse;f;0,34
métallurgiste;m;0,34
méthylène;m;0,34
méticulosité;f;0,34
navaja;f;0,34
naze;m;0,34
nestorianisme;m;0,34
non-initié;m;0,34
noroît;m;0,34
nota;m;0,34
nuitée;f;0,34
nutrition;f;0,34
nymphéa;m;0,34
observance;f;0,34
occitan;m;0,34
occlusion;f;0,34
occultisme;m;0,34
octosyllabe;m;0,34
oculaire;m;0,34
odéon;m;0,34
oecuménisme;m;0,34
offertoire;m;0,34
offrant;m;0,34
omniprésence;f;0,34
onglet;m;0,34
opéra-comique;m;0,34
orangeraie;f;0,34
oratorien;m;0,34
ordination;f;0,34
ouvre-boîtes;m;0,34
p.;m;0,34
pacemaker;m;0,34
pacsif;m;0,34
palladium;m;0,34
palpation;f;0,34
palpe;m;0,34
panaris;m;0,34
panégyrique;m;0,34
paparazzi;m;0,34
paraphrase;f;0,34
parentèle;f;0,34
parturiente;f;0,34
passation;f;0,34
patapouf;m;0,34
pataquès;m;0,34
patriarcat;m;0,34
patène;f;0,34
payement;m;0,34
peigne-cul;m;0,34
peppermint;m;0,34
perlot;m;0,34
pertinence;f;0,34
pertuis;m;0,34
petite-bourgeoise;f;0,34
phlox;m;0,34
phlébite;f;0,34
phylactère;m;0,34
phénoménologie;f;0,34
pibloque;m;0,34
picador;m;0,34
pigeonneau;m;0,34
pink;f;0,34
piot;m;0,34
pioupiou;m;0,34
pipe-line;m;0,34
piquouze;f;0,34
pisse-froid;m;0,34
pistole;f;0,34
pithécanthrope;m;0,34
piémontais;m;0,34
placage;m;0,34
plane;f;0,34
planification;f;0,34
plasma;m;0,34
plasticage;m;0,34
plateforme;f;0,34
playmate;f;0,34
pleurnichement;m;0,34
pneumo;m;0,34
pneumocystose;f;0,34
pochette-surprise;f;0,34
poivrière;f;0,34
polio;f;0,34
politicard;m;0,34
poloche;f;0,34
polyester;m;0,34
ponant;m;0,34
porcif;f;0,34
porosité;f;0,34
porte-cartes;m;0,34
porte-clefs;m;0,34
porte-tambour;m;0,34
porte-étendard;m;0,34
posologie;f;0,34
pots-de-vin;m;0,34
poufiasse;f;0,34
pouilly;m;0,34
poulardin;m;0,34
pousseur;m;0,34
poutou;m;0,34
presbytie;f;0,34
pressement;m;0,34
primat;m;0,34
principat;m;0,34
productivité;f;0,34
professionnalisme;m;0,34
professorat;m;0,34
progressisme;m;0,34
promo;f;0,34
promulgation;f;0,34
propulsion;f;0,34
protonotaire;m;0,34
précieux;f;0,34
préfixe;m;0,34
prêté;m;0,34
publicain;m;0,34
pusillanimité;f;0,34
pédophile;m;0,34
pépètes;f;0,34
pétrus;m;0,34
pétulance;f;0,34
quillard;m;0,34
quincaille;f;0,34
quine;m;0,34
quiétisme;m;0,34
rabotin;m;0,34
rabâchage;m;0,34
radeuse;f;0,34
rambin;m;0,34
rambour;m;0,34
ramonage;m;0,34
ramponneau;m;0,34
ramée;f;0,34
rasta;m;0,34
ratonnade;f;0,34
recharge;f;0,34
redondance;f;0,34
reine-mère;f;0,34
renouée;f;0,34
replâtrage;m;0,34
respirateur;m;0,34
restructuration;f;0,34
revente;f;0,34
rhéostat;m;0,34
ris;m;0,34
rissole;f;0,34
robin;m;0,34
rogation;f;0,34
ron;m;0,34
rond-de-cuir;m;0,34
rotary;m;0,34
réarmement;m;0,34
récépissé;m;0,34
régulation;f;0,34
réintégration;f;0,34
répudiation;f;0,34
rétractation;f;0,34
révulsif;m;0,34
saint-germain;m;0,34
saint-paulin;m;0,34
salmigondis;m;0,34
salubrité;f;0,34
sampang;m;0,34
sangria;f;0,34
santon;m;0,34
satanisme;m;0,34
satisfecit;m;0,34
saturnales;f;0,34
sauciflard;m;0,34
savetier;m;0,34
scansion;f;0,34
scaphandrier;m;0,34
scoliose;f;0,34
scolopendre;f;0,34
scoubidou;m;0,34
scénar;m;0,34
seccotine;f;0,34
sectarisme;m;0,34
sectateur;m;0,34
self;m;0,34
self-control;m;0,34
semainier;m;0,34
semoir;m;0,34
sensationnel;m;0,34
serre-file;m;0,34
serti;m;0,34
sesterce;m;0,34
shrapnel;m;0,34
sifflard;m;0,34
sifflotement;m;0,34
signorina;f;0,34
silice;f;0,34
silicose;f;0,34
simplet;m;0,34
sisal;m;0,34
sleeping;m;0,34
smocks;m;0,34
social-démocratie;f;0,34
sodomisation;f;0,34
soue;f;0,34
soviétisme;m;0,34
sparterie;f;0,34
spécificité;f;0,34
stalagmite;f;0,34
starter;m;0,34
string;m;0,34
substantif;m;0,34
succube;m;0,34
superficialité;f;0,34
surf;m;0,34
surmulot;m;0,34
surplace;m;0,34
synapse;f;0,34
sémantique;f;0,34
séronégatif;m;0,34
taconnet;m;0,34
tanin;m;0,34
tannerie;f;0,34
tantrisme;m;0,34
tapir;m;0,34
taraud;m;0,34
tassili;m;0,34
tauromachie;f;0,34
tavelure;f;0,34
teck;m;0,34
tee;m;0,34
temporalité;f;0,34
tennis-club;m;0,34
tenon;m;0,34
terra incognita;f;0,34
terre-neuvas;m;0,34
teuton;m;0,34
thonier;m;0,34
thuriféraire;m;0,34
thébaïde;f;0,34
théorbe;m;0,34
tire-au-flanc;m;0,34
tire-ligne;m;0,34
tonique;m;0,34
tramontane;f;0,34
tranchoir;m;0,34
transsubstantiation;f;0,34
traquet;m;0,34
tringlot;m;0,34
trivialité;f;0,34
trois-quarts;m;0,34
trou-trou;m;0,34
trublion;m;0,34
truffier;m;0,34
trémoussement;m;0,34
trémulation;f;0,34
tsarisme;m;0,34
tuffeau;m;0,34
turbé;m;0,34
turcoman;m;0,34
turlu;m;0,34
tutut;f;0,34
tévé;f;0,34
unification;f;0,34
urubu;m;0,34
vacillement;m;0,34
variole;f;0,34
vendémiaire;m;0,34
vergne;m;0,34
verlan;m;0,34
vermoulure;f;0,34
versatilité;f;0,34
virement;m;0,34
virginien;m;0,34
voltage;m;0,34
voussoiement;m;0,34
voyeurisme;m;0,34
voyouterie;f;0,34
vénusté;f;0,34
vérin;m;0,34
waterman;m;0,34
xylophone;m;0,34
yard;m;0,34
yoghourt;m;0,34
yom kippour;m;0,34
zakouski;m;0,34
zinnia;m;0,34
zizique;f;0,34
zoologie;f;0,34
écartèlement;m;0,34
échanson;m;0,34
échevin;m;0,34
échouage;m;0,34
édam;m;0,34
églogue;f;0,34
égouttement;m;0,34
élagage;m;0,34
électrocardiogramme;m;0,34
électroménager;m;0,34
éliminatoire;f;0,34
élongation;f;0,34
épicentre;m;0,34
étanchéité;f;0,34
étiage;m;0,34
étier;m;0,34
abat-son;m;0,27
abatteur;m;0,27
abracadabra;m;0,27
académisme;m;0,27
accroche;f;0,27
aciérie;f;0,27
acétone;f;0,27
admis;m;0,27
ados;m;0,27
adoubement;m;0,27
afficheur;m;0,27
affidé;m;0,27
agenouillement;m;0,27
agrandisseur;m;0,27
aide-ménagère;f;0,27
aiguail;m;0,27
aiguillée;f;0,27
aiguière;f;0,27
ajoute;f;0,27
alcali;m;0,27
allegro;m;0,27
allemagne;f;0,27
allume-feu;m;0,27
almée;f;0,27
aloyau;m;0,27
alpe;f;0,27
alysse;m;0,27
amanite;f;0,27
ammoniaque;f;0,27
amphigouri;m;0,27
amure;f;0,27
amyle;m;0,27
américano;m;0,27
anamorphose;f;0,27
anche;f;0,27
angustura;f;0,27
aniline;f;0,27
ante;f;0,27
anthropométrie;f;0,27
anti-temps;m;0,27
anti-vol;m;0,27
antidépresseur;m;0,27
antimoine;m;0,27
aphasie;f;0,27
aphrodisiaque;m;0,27
aplat;m;0,27
apnée;f;0,27
appareil-photo;m;0,27
arabica;m;0,27
arabisant;m;0,27
arbi;m;0,27
armoise;f;0,27
armurerie;f;0,27
arpentage;m;0,27
arrachage;m;0,27
arrivisme;m;0,27
arrière-gorge;f;0,27
arrière-petit-enfant;m;0,27
arrière-petit-neveu;m;0,27
arriération;f;0,27
artériosclérose;f;0,27
assonance;f;0,27
assurance-vie;f;0,27
atrophie;f;0,27
aulx;m;0,27
automatique;m;0,27
automutilation;f;0,27
autosatisfaction;f;0,27
autostrade;f;0,27
avant-coureur;m;0,27
avant-toit;m;0,27
ayatollah;m;0,27
aède;m;0,27
aïoli;m;0,27
bafouillis;m;0,27
bagou;m;0,27
baguenaude;f;0,27
balane;f;0,27
bamboula;f;0,27
banco;m;0,27
bande-son;f;0,27
bandera;f;0,27
banian;m;0,27
bayadère;f;0,27
bedon;m;0,27
belgique;f;0,27
belle-à-voir;f;0,27
benzédrine;f;0,27
berme;f;0,27
besicles;f;0,27
bibite;f;0,27
bigaille;f;0,27
bihoreau;m;0,27
biturin;m;0,27
blanc-seing;m;0,27
blanchissage;m;0,27
bleubite;m;0,27
bliaut;m;0,27
block;m;0,27
bocson;m;0,27
bolée;f;0,27
bop;m;0,27
bortsch;m;0,27
bossoir;m;0,27
boucharde;f;0,27
boui-boui;m;0,27
boulange;f;0,27
boulingrin;m;0,27
boulotte;f;0,27
bourgeonnement;m;0,27
bourrage;m;0,27
bourrellerie;f;0,27
bourrée;f;0,27
bousillage;m;0,27
bouvreuil;m;0,27
bouzine;f;0,27
box-calf;m;0,27
branchement;m;0,27
bravache;m;0,27
bricolo;m;0,27
brignolet;m;0,27
brouettée;f;0,27
brouillamini;m;0,27
brouillasse;f;0,27
broyeur;m;0,27
brugnon;m;0,27
brumaire;m;0,27
béatification;f;0,27
bégum;f;0,27
béryl;m;0,27
cabillaud;m;0,27
cache-sexe;m;0,27
café-théâtre;m;0,27
cahotement;m;0,27
calame;m;0,27
calfat;m;0,27
calumet;m;0,27
cantal;m;0,27
