ortho;lemme;freqfilms;freqlivres;mode;temps;personne
retourne;retourner;77,27;50,54;sub;pre;1s
retourne;retourner;77,27;50,54;sub;pre;3s
ignore;ignorer;76,78;22,97;imp;pre;2s
ignore;ignorer;76,78;22,97;ind;pre;1s
ignore;ignorer;76,78;22,97;ind;pre;3s
ignore;ignorer;76,78;22,97;sub;pre;3s
continue;continuer;76,64;50,54;imp;pre;2s
continue;continuer;76,64;50,54;ind;pre;1s
continue;continuer;76,64;50,54;ind;pre;3s
continue;continuer;76,64;50,54;sub;pre;3s
viennent;venir;76,48;62,77;ind;pre;3p
viennent;venir;76,48;62,77;sub;pre;3p
devriez;devoir;75,83;11,89;cnd;pre;2p
faisais;faire;75,81;60,54;ind;imp;1s
faisais;faire;75,81;60,54;ind;imp;2s
lâche;lâcher;75,31;14,05;imp;pre;2s
lâche;lâcher;75,31;14,05;ind;pre;1s
lâche;lâcher;75,31;14,05;ind;pre;3s
lâche;lâcher;75,31;14,05;sub;pre;3s
intéresse;intéresser;75,20;34,39;imp;pre;2s
intéresse;intéresser;75,20;34,39;ind;pre;1s
intéresse;intéresser;75,20;34,39;ind;pre;3s
intéresse;intéresser;75,20;34,39;sub;pre;1s
intéresse;intéresser;75,20;34,39;sub;pre;3s
revoir;revoir;75,13;43,85;ind;imp;3s
aurais;avoir;74,56;33,72;cnd;pre;1s
aurais;avoir;74,56;33,72;cnd;pre;2s
vit;vivre;74,42;39,80;ind;pre;3s
sent;sentir;74,27;84,73;ind;pre;3s
faudrait;falloir;74,08;111,69;cnd;pre;3s
partez;partir;73,82;6,62;imp;pre;2p
partez;partir;73,82;6,62;ind;pre;2p
sert;servir;73,13;45,47;ind;pre;3s
irai;aller;71,96;27,70;ind;fut;1s
trouves;trouver;70,05;17,91;ind;pre;2s
trouves;trouver;70,05;17,91;sub;pre;1p
trouves;trouver;70,05;17,91;sub;pre;2s
devient;devenir;69,59;59,46;ind;pre;3s
comprenez;comprendre;68,86;28,18;imp;pre;2p
comprenez;comprendre;68,86;28,18;ind;pre;2p
promets;promettre;68,81;12,30;imp;pre;2s
promets;promettre;68,81;12,30;ind;pre;1s
promets;promettre;68,81;12,30;ind;pre;2s
croit;croire;68,72;60,00;ind;pre;3s
change;changer;67,83;30,20;imp;pre;2s
change;changer;67,83;30,20;ind;pre;1s
change;changer;67,83;30,20;ind;pre;3s
change;changer;67,83;30,20;sub;pre;1s
change;changer;67,83;30,20;sub;pre;3s
part;partir;67,76;25,00;ind;pre;3s
lève;lever;67,72;77,70;imp;pre;2s
lève;lever;67,72;77,70;ind;pre;1s
lève;lever;67,72;77,70;ind;pre;3s
lève;lever;67,72;77,70;sub;pre;1s
appelles;appeler;67,07;8,72;ind;pre;2s
appelles;appeler;67,07;8,72;sub;pre;2s
tombe;tomber;66,39;60,27;imp;pre;2s
tombe;tomber;66,39;60,27;ind;pre;1s
tombe;tomber;66,39;60,27;ind;pre;3s
tombe;tomber;66,39;60,27;sub;pre;3s
apporte;apporter;65,97;22,97;imp;pre;2s
apporte;apporter;65,97;22,97;ind;pre;1s
apporte;apporter;65,97;22,97;ind;pre;3s
apporte;apporter;65,97;22,97;sub;pre;1s
apporte;apporter;65,97;22,97;sub;pre;3s
aurait;avoir;64,61;101,82;cnd;pre;3s
faisons;faire;64,49;15,88;imp;pre;1p
faisons;faire;64,49;15,88;ind;pre;1p
aidez;aider;64,36;2,77;imp;pre;2p
aidez;aider;64,36;2,77;ind;pre;2p
savent;savoir;64,32;44,53;ind;pre;3p
ouvrez;ouvrir;64,17;6,22;imp;pre;2p
ouvrez;ouvrir;64,17;6,22;imp;pre;2p
ouvrez;ouvrir;64,17;6,22;ind;pre;2p
dérange;déranger;63,69;10,81;imp;pre;2s
dérange;déranger;63,69;10,81;ind;pre;1s
dérange;déranger;63,69;10,81;ind;pre;3s
réponds;répondre;63,59;28,65;imp;pre;2s
réponds;répondre;63,59;28,65;ind;pre;1s
réponds;répondre;63,59;28,65;ind;pre;2s
revient;revenir;63,17;51,49;ind;pre;3s
trouvez;trouver;62,69;14,12;imp;pre;2p
trouvez;trouver;62,69;14,12;ind;pre;2p
descends;descendre;62,31;12,16;imp;pre;2s
descends;descendre;62,31;12,16;ind;pre;1s
descends;descendre;62,31;12,16;ind;pre;2s
aimez;aimer;62,25;18,38;imp;pre;2p
aimez;aimer;62,25;18,38;ind;pre;2p
présente;présenter;61,59;27,50;imp;pre;2s
présente;présenter;61,59;27,50;ind;pre;1s
présente;présenter;61,59;27,50;ind;pre;3s
présente;présenter;61,59;27,50;sub;pre;3s
retrouve;retrouver;61,54;47,57;imp;pre;2s
retrouve;retrouver;61,54;47,57;ind;pre;1s
retrouve;retrouver;61,54;47,57;ind;pre;3s
retrouve;retrouver;61,54;47,57;sub;pre;1s
retrouve;retrouver;61,54;47,57;sub;pre;3s
fiche;ficher;60,95;10,41;imp;pre;2s
fiche;ficher;60,95;10,41;ind;pre;1s
fiche;ficher;60,95;10,41;ind;pre;3s
fiche;ficher;60,95;10,41;sub;pre;1s
fiche;ficher;60,95;10,41;sub;pre;3s
aurez;avoir;60,72;16,49;ind;fut;2p
pleure;pleurer;60,17;24,93;imp;pre;2s
pleure;pleurer;60,17;24,93;ind;pre;1s
pleure;pleurer;60,17;24,93;ind;pre;3s
pleure;pleurer;60,17;24,93;sub;pre;3s
amène;amener;59,80;13,58;imp;pre;2s
amène;amener;59,80;13,58;ind;pre;1s
amène;amener;59,80;13,58;ind;pre;3s
amène;amener;59,80;13,58;sub;pre;1s
amène;amener;59,80;13,58;sub;pre;3s
réveille;réveiller;59,67;17,57;imp;pre;2s
réveille;réveiller;59,67;17,57;ind;pre;1s
réveille;réveiller;59,67;17,57;ind;pre;3s
réveille;réveiller;59,67;17,57;sub;pre;1s
réveille;réveiller;59,67;17,57;sub;pre;3s
habite;habiter;59,55;22,50;imp;pre;2s
habite;habiter;59,55;22,50;ind;pre;1s
habite;habiter;59,55;22,50;ind;pre;3s
habite;habiter;59,55;22,50;sub;pre;3s
attendais;attendre;59,29;36,82;ind;imp;1s
attendais;attendre;59,29;36,82;ind;imp;2s
aie;avoir;58,62;17,84;imp;pre;2s
aie;avoir;58,62;17,84;sub;pre;1s
arrivent;arriver;58,12;21,82;ind;pre;3p
arrivent;arriver;58,12;21,82;sub;pre;3p
aimais;aimer;58,07;57,16;ind;imp;1s
aimais;aimer;58,07;57,16;ind;imp;2s
dirais;dire;57,65;16,76;cnd;pre;1s
dirais;dire;57,65;16,76;cnd;pre;2s
pose;poser;57,41;48,85;imp;pre;2s
pose;poser;57,41;48,85;ind;pre;1s
pose;poser;57,41;48,85;ind;pre;3s
pose;poser;57,41;48,85;sub;pre;1s
pose;poser;57,41;48,85;sub;pre;3s
suivez;suivre;57,03;6,35;imp;pre;2p
suivez;suivre;57,03;6,35;ind;pre;2p
essaye;essayer;56,84;10,47;imp;pre;2s
essaye;essayer;56,84;10,47;ind;pre;1s
essaye;essayer;56,84;10,47;ind;pre;3s
signifie;signifier;56,66;15,07;imp;pre;2s
signifie;signifier;56,66;15,07;ind;pre;1s
signifie;signifier;56,66;15,07;ind;pre;3s
dégage;dégager;56,41;10,34;imp;pre;2s
dégage;dégager;56,41;10,34;ind;pre;1s
dégage;dégager;56,41;10,34;ind;pre;3s
dégage;dégager;56,41;10,34;sub;pre;3s
chante;chanter;56,16;18,45;imp;pre;2s
chante;chanter;56,16;18,45;ind;pre;1s
chante;chanter;56,16;18,45;ind;pre;3s
dépêche;dépêcher;55,90;7,50;imp;pre;2s
dépêche;dépêcher;55,90;7,50;ind;pre;1s
dépêche;dépêcher;55,90;7,50;ind;pre;3s
fut;être;55,88;284,46;ind;pas;3s
enlève;enlever;55,59;13,65;imp;pre;2s
enlève;enlever;55,59;13,65;ind;pre;1s
enlève;enlever;55,59;13,65;ind;pre;3s
enlève;enlever;55,59;13,65;sub;pre;3s
dort;dormir;55,05;25,95;ind;pre;3s
dors;dormir;55,03;13,92;imp;pre;2s
dors;dormir;55,03;13,92;ind;pre;1s
dors;dormir;55,03;13,92;ind;pre;2s
vis;voir;54,62;38,24;ind;pas;1s
vis;voir;54,62;38,24;ind;pas;2s
essayez;essayer;54,14;6,96;imp;pre;2p
essayez;essayer;54,14;6,96;ind;pre;2p
sache;savoir;54,06;27,09;imp;pre;2s
sache;savoir;54,06;27,09;sub;pre;1s
sache;savoir;54,06;27,09;sub;pre;3s
seront;être;54,06;23,99;ind;fut;3p
arrivera;arriver;53,86;10,07;ind;fut;3s
paie;payer;53,51;11,01;imp;pre;2s
paie;payer;53,51;11,01;ind;pre;1s
paie;payer;53,51;11,01;ind;pre;3s
paie;payer;53,51;11,01;sub;pre;1s
paie;payer;53,51;11,01;sub;pre;3s
dise;dire;53,46;25,41;sub;pre;1s
dise;dire;53,46;25,41;sub;pre;3s
gagne;gagner;53,39;19,66;imp;pre;2s
gagne;gagner;53,39;19,66;ind;pre;1s
gagne;gagner;53,39;19,66;ind;pre;3s
gagne;gagner;53,39;19,66;sub;pre;3s
pardonne;pardonner;53,11;12,30;imp;pre;2s
pardonne;pardonner;53,11;12,30;ind;pre;1s
pardonne;pardonner;53,11;12,30;ind;pre;3s
pardonne;pardonner;53,11;12,30;sub;pre;1s
viendra;venir;52,92;23,11;ind;fut;3s
passez;passer;52,84;6,62;imp;pre;2p
passez;passer;52,84;6,62;ind;pre;2p
parie;parier;52,59;8,58;imp;pre;2s
parie;parier;52,59;8,58;ind;pre;1s
parie;parier;52,59;8,58;ind;pre;3s
parie;parier;52,59;8,58;sub;pre;1s
serez;être;52,41;12,09;ind;fut;2p
assis;asseoir;52,34;150,07;ind;pas;1s
assis;asseoir;52,34;150,07;ind;pas;2s
regrette;regretter;51,99;21,55;imp;pre;2s
regrette;regretter;51,99;21,55;ind;pre;1s
regrette;regretter;51,99;21,55;ind;pre;3s
regrette;regretter;51,99;21,55;sub;pre;1s
regrette;regretter;51,99;21,55;sub;pre;3s
offre;offrir;51,81;29,80;imp;pre;2s
offre;offrir;51,81;29,80;ind;pre;1s
offre;offrir;51,81;29,80;ind;pre;3s
offre;offrir;51,81;29,80;sub;pre;1s
offre;offrir;51,81;29,80;sub;pre;3s
demandez;demander;51,74;12,23;imp;pre;2p
demandez;demander;51,74;12,23;ind;pre;2p
remercie;remercier;51,61;17,09;imp;pre;2s
remercie;remercier;51,61;17,09;ind;pre;1s
remercie;remercier;51,61;17,09;ind;pre;3s
remercie;remercier;51,61;17,09;sub;pre;1s
remercie;remercier;51,61;17,09;sub;pre;3s
fout;foutre;51,51;25,20;ind;pre;3s
verras;voir;51,34;23,78;ind;fut;2s
tourner;tourner;51,05;68,78;ind;pre;2p
tourner;tourner;51,05;68,78;ind;pre;2p
partons;partir;50,52;7,97;imp;pre;1p
partons;partir;50,52;7,97;ind;pre;1p
partons;partir;50,52;7,97;imp;pre;1p
partons;partir;50,52;7,97;ind;pre;1p
venait;venir;50,25;271,89;ind;imp;3s
avaient;avoir;50,06;175,68;ind;imp;3p
embrasse;embrasser;49,81;26,69;imp;pre;2s
embrasse;embrasser;49,81;26,69;ind;pre;1s
embrasse;embrasser;49,81;26,69;ind;pre;3s
embrasse;embrasser;49,81;26,69;sub;pre;1s
embrasse;embrasser;49,81;26,69;sub;pre;3s
aimait;aimer;49,57;128,72;ind;imp;3s
ramène;ramener;49,52;17,03;imp;pre;2s
ramène;ramener;49,52;17,03;ind;pre;1s
ramène;ramener;49,52;17,03;ind;pre;3s
ramène;ramener;49,52;17,03;sub;pre;1s
ramène;ramener;49,52;17,03;sub;pre;3s
oubliez;oublier;49,48;11,15;imp;pre;2p
oubliez;oublier;49,48;11,15;ind;pre;2p
refuse;refuser;49,29;24,19;imp;pre;2s
refuse;refuser;49,29;24,19;ind;pre;1s
refuse;refuser;49,29;24,19;ind;pre;3s
refuse;refuser;49,29;24,19;sub;pre;1s
quitte;quitter;49,07;32,03;imp;pre;2s
quitte;quitter;49,07;32,03;ind;pre;1s
quitte;quitter;49,07;32,03;ind;pre;3s
quitte;quitter;49,07;32,03;sub;pre;1s
quitte;quitter;49,07;32,03;sub;pre;3s
aiment;aimer;48,46;26,96;ind;pre;3p
aiment;aimer;48,46;26,96;sub;pre;3p
étions;être;48,46;89,73;ind;imp;1p
dépend;dépendre;48,30;15,20;ind;pre;3s
permettez;permettre;48,28;10,14;imp;pre;2p
permettez;permettre;48,28;10,14;ind;pre;2p
perds;perdre;48,13;11,35;imp;pre;2s
perds;perdre;48,13;11,35;ind;pre;1s
perds;perdre;48,13;11,35;ind;pre;2s
explique;expliquer;48,02;38,24;imp;pre;2s
explique;expliquer;48,02;38,24;ind;pre;1s
explique;expliquer;48,02;38,24;ind;pre;3s
explique;expliquer;48,02;38,24;sub;pre;1s
explique;expliquer;48,02;38,24;sub;pre;3s
lâchez;lâcher;48,02;2,09;imp;pre;2p
lâchez;lâcher;48,02;2,09;ind;pre;2p
savons;savoir;47,84;19,05;ind;pre;1p
appelait;appeler;47,44;104,59;ind;imp;3s
continuez;continuer;47,08;4,73;imp;pre;2p
continuez;continuer;47,08;4,73;ind;pre;2p
remettre;remettre;47,05;56,08;ind;pre;2p
rendez;rendre;46,77;14,19;imp;pre;2p
rendez;rendre;46,77;14,19;ind;pre;2p
enlever;enlever;46,74;22,36;ind;pre;2p
pourrai;pouvoir;46,71;23,11;ind;fut;1s
partis;partir;46,29;29,66;ind;pas;1s
partis;partir;46,29;29,66;ind;pas;2s
parlons;parler;46,28;16,22;imp;pre;1p
parlons;parler;46,28;16,22;ind;pre;1p
parfait;parfaire;45,92;11,89;ind;pre;3s
tirez;tirer;45,90;3,51;imp;pre;2p
tirez;tirer;45,90;3,51;ind;pre;2p
veuillez;vouloir;45,84;8,99;imp;pre;2p
prépare;préparer;45,54;19,59;imp;pre;2s
prépare;préparer;45,54;19,59;ind;pre;1s
prépare;préparer;45,54;19,59;ind;pre;3s
prépare;préparer;45,54;19,59;sub;pre;1s
répète;répéter;45,14;37,30;imp;pre;2s
répète;répéter;45,14;37,30;ind;pre;1s
répète;répéter;45,14;37,30;ind;pre;3s
répète;répéter;45,14;37,30;sub;pre;3s
disons;dire;45,13;17,84;imp;pre;1p
disons;dire;45,13;17,84;ind;pre;1p
entendez;entendre;45,11;13,99;imp;pre;2p
entendez;entendre;45,11;13,99;ind;pre;2p
cache;cacher;44,82;20,07;imp;pre;2s
cache;cacher;44,82;20,07;ind;pre;1s
cache;cacher;44,82;20,07;ind;pre;3s
cache;cacher;44,82;20,07;sub;pre;1s
cache;cacher;44,82;20,07;sub;pre;3s
aviez;avoir;44,64;14,66;ind;imp;2p
sers;servir;44,58;5,41;imp;pre;2s
sers;servir;44,58;5,41;ind;pre;1s
sers;servir;44,58;5,41;ind;pre;2s
voudrait;vouloir;44,48;43,45;cnd;pre;3s
parlait;parler;44,37;157,09;ind;imp;3s
pourras;pouvoir;44,35;10,00;ind;fut;2s
meurt;mourir;44,29;20,41;ind;pre;3s
approche;approcher;44,17;31,15;imp;pre;2s
approche;approcher;44,17;31,15;ind;pre;1s
approche;approcher;44,17;31,15;ind;pre;3s
approche;approcher;44,17;31,15;sub;pre;1s
restes;rester;44,15;6,28;ind;pre;2s
restes;rester;44,15;6,28;sub;pre;2s
bougez;bouger;44,09;2,50;imp;pre;2p
bougez;bouger;44,09;2,50;ind;pre;2p
meurs;mourir;43,90;5,95;imp;pre;2s
meurs;mourir;43,90;5,95;ind;pre;1s
meurs;mourir;43,90;5,95;ind;pre;2s
vouliez;vouloir;43,78;5,81;ind;imp;2p
vouliez;vouloir;43,78;5,81;sub;pre;2p
assure;assurer;43,77;27,09;imp;pre;2s
assure;assurer;43,77;27,09;ind;pre;1s
assure;assurer;43,77;27,09;ind;pre;3s
assure;assurer;43,77;27,09;sub;pre;3s
regardes;regarder;43,64;5,34;ind;pre;2s
regardes;regarder;43,64;5,34;sub;pre;2s
jette;jeter;43,48;45,34;imp;pre;2s
jette;jeter;43,48;45,34;ind;pre;1s
jette;jeter;43,48;45,34;ind;pre;3s
jette;jeter;43,48;45,34;sub;pre;1s
jette;jeter;43,48;45,34;sub;pre;3s
excuser;excuser;43,01;12,03;ind;pre;2p
cherchez;chercher;42,95;7,36;imp;pre;2p
cherchez;chercher;42,95;7,36;ind;pre;2p
feras;faire;42,91;13,18;ind;fut;2s
emmenez;emmener;42,79;2,77;imp;pre;2p
emmenez;emmener;42,79;2,77;ind;pre;2p
prévenir;prévenir;42,51;31,49;ind;imp;3s
risque;risquer;42,32;25,34;imp;pre;2s
risque;risquer;42,32;25,34;ind;pre;1s
risque;risquer;42,32;25,34;ind;pre;3s
risque;risquer;42,32;25,34;sub;pre;3s
interdit;interdire;42,13;24,12;ind;pre;3s
mens;mentir;42,12;5,88;imp;pre;2s
mens;mentir;42,12;5,88;ind;pre;1s
mens;mentir;42,12;5,88;ind;pre;2s
entend;entendre;41,77;63,11;ind;pre;3s
comprend;comprendre;41,39;31,82;ind;pre;3s
frappe;frapper;41,37;20,61;imp;pre;2s
frappe;frapper;41,37;20,61;ind;pre;1s
frappe;frapper;41,37;20,61;ind;pre;3s
frappe;frapper;41,37;20,61;sub;pre;1s
casse;casser;41,32;17,03;imp;pre;2s
casse;casser;41,32;17,03;ind;pre;1s
casse;casser;41,32;17,03;ind;pre;3s
casse;casser;41,32;17,03;sub;pre;1s
casse;casser;41,32;17,03;sub;pre;3s
prouver;prouver;41,06;21,15;ind;pre;2p
appartient;appartenir;40,94;20,27;ind;pre;3s
crains;craindre;40,76;17,64;imp;pre;2s
crains;craindre;40,76;17,64;ind;pre;1s
crains;craindre;40,76;17,64;ind;pre;2s
voulons;vouloir;40,38;9,53;imp;pre;1p
voulons;vouloir;40,38;9,53;ind;pre;1p
souhaite;souhaiter;39,98;17,30;imp;pre;2s
souhaite;souhaiter;39,98;17,30;ind;pre;1s
souhaite;souhaiter;39,98;17,30;ind;pre;3s
souhaite;souhaiter;39,98;17,30;sub;pre;1s
perd;perdre;39,97;25,00;ind;pre;3s
mérite;mériter;39,92;13,78;imp;pre;2s
mérite;mériter;39,92;13,78;ind;pre;1s
mérite;mériter;39,92;13,78;ind;pre;3s
mérite;mériter;39,92;13,78;sub;pre;1s
mérite;mériter;39,92;13,78;sub;pre;3s
passera;passer;39,92;13,99;ind;fut;3s
amuse;amuser;39,85;24,86;imp;pre;2s
amuse;amuser;39,85;24,86;ind;pre;1s
amuse;amuser;39,85;24,86;ind;pre;3s
amuse;amuser;39,85;24,86;sub;pre;1s
amuse;amuser;39,85;24,86;sub;pre;3s
achète;acheter;39,82;14,53;imp;pre;2s
achète;acheter;39,82;14,53;ind;pre;1s
achète;acheter;39,82;14,53;ind;pre;3s
lis;lire;39,81;16,62;imp;pre;2s
lis;lire;39,81;16,62;ind;pre;1s
lis;lire;39,81;16,62;ind;pre;2s
échapper;échapper;39,72;48,04;ind;pre;2p
gardez;garder;39,17;5,20;imp;pre;2p
gardez;garder;39,17;5,20;ind;pre;2p
coûte;coûter;38,84;20,41;imp;pre;2s
coûte;coûter;38,84;20,41;ind;pre;1s
coûte;coûter;38,84;20,41;ind;pre;3s
inquiétez;inquiéter;38,80;3,85;imp;pre;2p
inquiétez;inquiéter;38,80;3,85;ind;pre;2p
accepte;accepter;38,41;18,65;imp;pre;2s
accepte;accepter;38,41;18,65;ind;pre;1s
accepte;accepter;38,41;18,65;ind;pre;3s
accepte;accepter;38,41;18,65;sub;pre;1s
accepte;accepter;38,41;18,65;sub;pre;3s
pourrez;pouvoir;38,28;11,08;ind;fut;2p
écris;écrire;38,24;24,80;imp;pre;2s
écris;écrire;38,24;24,80;ind;pre;1s
écris;écrire;38,24;24,80;ind;pre;2s
doute;douter;37,83;20,00;imp;pre;2s
doute;douter;37,83;20,00;ind;pre;1s
doute;douter;37,83;20,00;ind;pre;3s
prendra;prendre;37,82;9,66;ind;fut;3s
bois;boire;37,63;9,53;imp;pre;2s
bois;boire;37,63;9,53;ind;pre;1s
bois;boire;37,63;9,53;ind;pre;2s
pensent;penser;37,42;12,30;ind;pre;3p
supplie;supplier;37,38;11,01;imp;pre;2s
supplie;supplier;37,38;11,01;ind;pre;1s
supplie;supplier;37,38;11,01;ind;pre;3s
supplie;supplier;37,38;11,01;sub;pre;1s
reconnais;reconnaître;37,36;24,12;imp;pre;2s
reconnais;reconnaître;37,36;24,12;ind;pre;1s
reconnais;reconnaître;37,36;24,12;ind;pre;2s
rappelles;rappeler;37,34;8,38;ind;pre;1p
rappelles;rappeler;37,34;8,38;ind;pre;2s
rappelles;rappeler;37,34;8,38;sub;pre;2s
imaginer;imaginer;37,09;64,26;ind;pre;2p
attendent;attendre;36,95;21,82;ind;pre;3p
souvenez;souvenir;36,70;10,88;imp;pre;2p
souvenez;souvenir;36,70;10,88;ind;pre;2p
dira;dire;36,47;21,89;ind;fut;3s
file;filer;36,47;17,84;imp;pre;2s
file;filer;36,47;17,84;ind;pre;1s
file;filer;36,47;17,84;ind;pre;3s
cherches;chercher;36,45;5,81;ind;pre;2s
cherches;chercher;36,45;5,81;sub;pre;2s
laisses;laisser;36,40;5,00;ind;pre;2s
laisses;laisser;36,40;5,00;sub;pre;1p
laisses;laisser;36,40;5,00;sub;pre;2s
rappelez;rappeler;36,35;8,04;imp;pre;2p
rappelez;rappeler;36,35;8,04;ind;pre;2p
demandais;demander;35,69;30,07;ind;imp;1s
demandais;demander;35,69;30,07;ind;imp;2s
crie;crier;35,65;40,81;imp;pre;2s
crie;crier;35,65;40,81;ind;pre;1s
crie;crier;35,65;40,81;ind;pre;3s
voila;voiler;35,54;1,35;ind;pas;3s
verrez;voir;35,50;18,51;ind;fut;2p
détruit;détruire;35,42;14,26;ind;pre;3s
dépêchez;dépêcher;35,35;2,77;imp;pre;2p
dépêchez;dépêcher;35,35;2,77;ind;pre;2p
vole;voler;35,31;10,07;imp;pre;2s
vole;voler;35,31;10,07;ind;pre;1s
vole;voler;35,31;10,07;ind;pre;3s
vole;voler;35,31;10,07;sub;pre;3s
racontes;raconter;34,95;7,23;ind;pre;1p
racontes;raconter;34,95;7,23;ind;pre;2s
racontes;raconter;34,95;7,23;sub;pre;2s
assurer;assurer;34,92;38,85;ind;pre;2p
calmez;calmer;34,63;1,55;imp;pre;2p
calmez;calmer;34,63;1,55;ind;pre;2p
vienne;venir;34,52;25,00;sub;pre;1s
vienne;venir;34,52;25,00;sub;pre;3s
conduit;conduire;34,51;33,45;ind;pre;3s
reviendra;revenir;34,49;11,62;ind;fut;3s
donnes;donner;34,32;5,34;ind;pre;1p
donnes;donner;34,32;5,34;ind;pre;2s
donnes;donner;34,32;5,34;sub;pre;2s
rêve;rêver;34,32;21,62;imp;pre;2s
rêve;rêver;34,32;21,62;ind;pre;1s
rêve;rêver;34,32;21,62;ind;pre;3s
pardonnez;pardonner;34,31;5,74;imp;pre;2p
pardonnez;pardonner;34,31;5,74;ind;pre;2p
ayez;avoir;34,30;10,54;imp;pre;2p
ayez;avoir;34,30;10,54;sub;pre;2p
soient;être;34,30;32,03;sub;pre;3p
voie;voir;34,25;17,03;sub;pre;1s
voie;voir;34,25;17,03;sub;pre;3s
saura;savoir;34,23;14,93;ind;fut;3s
saura;savoir;34,23;14,93;ind;pas;3s
connaissais;connaître;34,19;41,82;ind;imp;1s
connaissais;connaître;34,19;41,82;ind;imp;2s
ennuie;ennuyer;34,04;20,54;imp;pre;2s
ennuie;ennuyer;34,04;20,54;ind;pre;1s
ennuie;ennuyer;34,04;20,54;ind;pre;3s
ennuie;ennuyer;34,04;20,54;sub;pre;1s
emmerde;emmerder;33,90;10,14;imp;pre;2s
emmerde;emmerder;33,90;10,14;ind;pre;1s
emmerde;emmerder;33,90;10,14;ind;pre;3s
emmerde;emmerder;33,90;10,14;sub;pre;1s
emmerde;emmerder;33,90;10,14;sub;pre;3s
joues;jouer;33,70;2,50;ind;pre;2s
joues;jouer;33,70;2,50;sub;pre;2s
brûle;brûler;33,66;17,77;imp;pre;2s
brûle;brûler;33,66;17,77;ind;pre;1s
brûle;brûler;33,66;17,77;ind;pre;3s
brûle;brûler;33,66;17,77;sub;pre;3s
revenez;revenir;33,64;6,49;imp;pre;2p
revenez;revenir;33,64;6,49;ind;pre;2p
concerne;concerner;33,49;26,42;imp;pre;2s
concerne;concerner;33,49;26,42;ind;pre;1s
concerne;concerner;33,49;26,42;ind;pre;3s
accompagne;accompagner;33,28;15,14;imp;pre;2s
accompagne;accompagner;33,28;15,14;ind;pre;1s
accompagne;accompagner;33,28;15,14;ind;pre;3s
accompagne;accompagner;33,28;15,14;sub;pre;1s
repose;reposer;33,27;14,32;imp;pre;2s
repose;reposer;33,27;14,32;ind;pre;1s
repose;reposer;33,27;14,32;ind;pre;3s
repose;reposer;33,27;14,32;sub;pre;1s
repose;reposer;33,27;14,32;sub;pre;3s
parlais;parler;32,98;19,53;ind;imp;1s
parlais;parler;32,98;19,53;ind;imp;2s
demandes;demander;32,92;5,68;ind;pre;2s
demandes;demander;32,92;5,68;sub;pre;2s
saviez;savoir;32,68;8,24;ind;imp;2p
coupe;couper;32,66;17,77;imp;pre;2s
coupe;couper;32,66;17,77;ind;pre;1s
coupe;couper;32,66;17,77;ind;pre;3s
coupe;couper;32,66;17,77;sub;pre;1s
coupe;couper;32,66;17,77;sub;pre;3s
pourraient;pouvoir;32,66;26,62;cnd;pre;3p
foutez;foutre;32,65;7,57;imp;pre;2p
foutez;foutre;32,65;7,57;ind;pre;2p
suit;suivre;32,57;29,39;ind;pre;3s
sentez;sentir;32,56;5,34;imp;pre;2p
sentez;sentir;32,56;5,34;ind;pre;2p
pensait;penser;32,53;109,05;ind;imp;3s
apprécie;apprécier;32,23;7,50;imp;pre;2s
apprécie;apprécier;32,23;7,50;ind;pre;1s
apprécie;apprécier;32,23;7,50;ind;pre;3s
deviens;devenir;32,11;8,99;imp;pre;2s
deviens;devenir;32,11;8,99;ind;pre;1s
deviens;devenir;32,11;8,99;ind;pre;2s
parlent;parler;32,08;29,39;ind;pre;3p
parlent;parler;32,08;29,39;sub;pre;3p
recommence;recommencer;31,98;17,23;imp;pre;2s
recommence;recommencer;31,98;17,23;ind;pre;1s
recommence;recommencer;31,98;17,23;ind;pre;3s
recommence;recommencer;31,98;17,23;sub;pre;3s
mène;mener;31,86;21,49;imp;pre;2s
mène;mener;31,86;21,49;ind;pre;1s
mène;mener;31,86;21,49;ind;pre;3s
mène;mener;31,86;21,49;sub;pre;3s
répondez;répondre;31,77;3,65;imp;pre;2p
répondez;répondre;31,77;3,65;ind;pre;2p
verrai;voir;31,76;10,54;ind;fut;1s
sonne;sonner;31,69;16,82;imp;pre;2s
sonne;sonner;31,69;16,82;ind;pre;1s
sonne;sonner;31,69;16,82;ind;pre;3s
utilise;utiliser;31,68;2,97;imp;pre;2s
utilise;utiliser;31,68;2,97;ind;pre;1s
utilise;utiliser;31,68;2,97;ind;pre;3s
utilise;utiliser;31,68;2,97;sub;pre;3s
envoyez;envoyer;31,66;2,23;imp;pre;2p
envoyez;envoyer;31,66;2,23;ind;pre;2p
rentrez;rentrer;31,60;2,57;imp;pre;2p
rentrez;rentrer;31,60;2,57;ind;pre;2p
souffre;souffrir;31,52;16,22;imp;pre;2s
souffre;souffrir;31,52;16,22;ind;pre;1s
souffre;souffrir;31,52;16,22;ind;pre;3s
souffre;souffrir;31,52;16,22;sub;pre;3s
crier;crier;31,49;47,30;ind;pre;2p
empêche;empêcher;31,46;41,15;imp;pre;2s
empêche;empêcher;31,46;41,15;ind;pre;1s
empêche;empêcher;31,46;41,15;ind;pre;3s
décide;décider;31,25;20,61;imp;pre;2s
décide;décider;31,25;20,61;ind;pre;1s
décide;décider;31,25;20,61;ind;pre;3s
décide;décider;31,25;20,61;sub;pre;1s
