ortho;lemme;freqfilms;freqlivres;mode;temps;personne
satisferais;satisfaire;0,14;0,00;cnd;pre;1s
savourais;savourer;0,14;0,61;ind;imp;1s
scandalisera;scandaliser;0,14;0,00;ind;fut;3s
sculptes;sculpter;0,14;0,20;ind;pre;2s
sermonne;sermonner;0,14;0,27;imp;pre;2s
sermonne;sermonner;0,14;0,27;ind;pre;1s
sermonne;sermonner;0,14;0,27;ind;pre;3s
shootent;shooter;0,14;0,20;ind;pre;3p
simplifiera;simplifier;0,14;0,14;ind;fut;3s
simula;simuler;0,14;0,34;ind;pas;3s
simulaient;simuler;0,14;0,14;ind;imp;3p
skiait;skier;0,14;0,14;ind;imp;3s
sniffait;sniffer;0,14;0,20;ind;imp;3s
sodomiseront;sodomiser;0,14;0,00;ind;fut;3p
somment;sommer;0,14;0,07;ind;pre;3p
songiez;songer;0,14;0,00;ind;imp;2p
soufflerait;souffler;0,14;0,54;cnd;pre;3s
soulignent;souligner;0,14;0,74;ind;pre;3p
souteniez;soutenir;0,14;0,07;ind;imp;2p
soutenions;soutenir;0,14;0,34;ind;imp;1p
soutinrent;soutenir;0,14;0,27;ind;pas;3p
soutire;soutirer;0,14;0,14;ind;pre;1s
soutire;soutirer;0,14;0,14;ind;pre;3s
souviendriez;souvenir;0,14;0,00;cnd;pre;2p
soûlait;soûler;0,14;0,14;ind;imp;3s
spolie;spolier;0,14;0,00;ind;pre;3s
sprinte;sprinter;0,14;0,20;ind;pre;1s
sprinte;sprinter;0,14;0,20;ind;pre;3s
stipulent;stipuler;0,14;0,00;ind;pre;3p
submergeait;submerger;0,14;1,15;ind;imp;3s
succomba;succomber;0,14;0,88;ind;pas;3s
supervisait;superviser;0,14;0,27;ind;imp;3s
supplicierez;supplicier;0,14;0,00;ind;fut;2p
supportaient;supporter;0,14;1,49;ind;imp;3p
supposerai;supposer;0,14;0,00;ind;fut;1s
surgissez;surgir;0,14;0,14;imp;pre;2p
surgissez;surgir;0,14;0,14;ind;pre;2p
sursaute;sursauter;0,14;4,66;imp;pre;2s
sursaute;sursauter;0,14;4,66;ind;pre;1s
sursaute;sursauter;0,14;4,66;ind;pre;3s
survinrent;survenir;0,14;0,34;ind;pas;3p
suça;sucer;0,14;0,54;ind;pas;3s
séjournent;séjourner;0,14;0,07;ind;pre;3p
séquestrait;séquestrer;0,14;0,20;ind;imp;3s
sévirai;sévir;0,14;0,07;ind;fut;1s
tabassais;tabasser;0,14;0,00;ind;imp;1s
tabassais;tabasser;0,14;0,00;ind;imp;2s
tapinent;tapiner;0,14;0,41;ind;pre;3p
tarirent;tarir;0,14;0,20;ind;pas;3p
tartine;tartiner;0,14;0,34;imp;pre;2s
tartine;tartiner;0,14;0,34;ind;pre;1s
tartine;tartiner;0,14;0,34;ind;pre;3s
tchatchent;tchatcher;0,14;0,07;ind;pre;3p
teignais;teindre;0,14;0,00;ind;imp;1s
terrifient;terrifier;0,14;0,27;ind;pre;3p
terrorisa;terroriser;0,14;0,14;ind;pas;3s
tissent;tisser;0,14;0,74;ind;pre;3p
toléreront;tolérer;0,14;0,00;ind;fut;3p
toma;tomer;0,14;0,00;ind;pas;3s
tonna;tonner;0,14;0,74;ind;pas;3s
tordait;tordre;0,14;6,89;ind;imp;3s
tortillait;tortiller;0,14;2,09;ind;imp;3s
touillait;touiller;0,14;0,27;ind;imp;3s
tournai;tourner;0,14;5,07;ind;pas;1s
tranches;trancher;0,14;0,00;ind;pre;2s
tranches;trancher;0,14;0,00;sub;pre;2s
transfigurez;transfigurer;0,14;0,00;imp;pre;2p
transgressez;transgresser;0,14;0,00;ind;pre;2p
transvase;transvaser;0,14;0,14;imp;pre;2s
transvase;transvaser;0,14;0,14;ind;pre;1s
transvase;transvaser;0,14;0,14;ind;pre;3s
traversâmes;traverser;0,14;1,42;ind;pas;1p
traçait;tracer;0,14;3,24;ind;imp;3s
tressons;tresser;0,14;0,07;imp;pre;1p
tressons;tresser;0,14;0,07;ind;pre;1p
trichaient;tricher;0,14;0,34;ind;imp;3p
triomphai;triompher;0,14;0,14;ind;pas;1s
triompherions;triompher;0,14;0,00;cnd;pre;1p
trompions;tromper;0,14;0,34;ind;imp;1p
trotta;trotter;0,14;0,20;ind;pas;3s
trottinez;trottiner;0,14;0,00;imp;pre;2p
trottinez;trottiner;0,14;0,00;ind;pre;2p
trépignaient;trépigner;0,14;0,20;ind;imp;3p
téléphoneront;téléphoner;0,14;0,07;ind;fut;3p
unirions;unir;0,14;0,00;cnd;pre;1p
usaient;user;0,14;1,49;ind;imp;3p
usons;user;0,14;0,27;imp;pre;1p
usons;user;0,14;0,27;ind;pre;1p
vagissais;vagir;0,14;0,07;ind;imp;1s
vagissais;vagir;0,14;0,07;ind;imp;2s
vainc;vaincre;0,14;0,27;ind;pre;3s
vanteras;vanter;0,14;0,00;ind;fut;2s
vaporisait;vaporiser;0,14;0,41;ind;imp;3s
vendange;vendanger;0,14;0,07;ind;pre;1s
vendange;vendanger;0,14;0,07;ind;pre;3s
vendanges;vendanger;0,14;0,00;ind;pre;2s
verserait;verser;0,14;0,07;cnd;pre;3s
vexeras;vexer;0,14;0,07;ind;fut;2s
videront;vider;0,14;0,07;ind;fut;3p
virerait;virer;0,14;0,20;cnd;pre;3s
visera;viser;0,14;0,00;ind;fut;3s
viserais;viser;0,14;0,00;cnd;pre;1s
viserais;viser;0,14;0,00;cnd;pre;2s
vivotait;vivoter;0,14;0,47;ind;imp;3s
vogua;voguer;0,14;0,07;ind;pas;3s
voilera;voiler;0,14;0,00;ind;fut;3s
volai;voler;0,14;0,27;ind;pas;1s
volette;voleter;0,14;0,54;ind;pre;1s
volette;voleter;0,14;0,54;ind;pre;3s
voûtes;voûter;0,14;0,00;sub;pre;2s
véhiculent;véhiculer;0,14;0,07;ind;pre;3p
vêtait;vêtir;0,14;0,41;ind;imp;3s
ânonnait;ânonner;0,14;0,68;ind;imp;3s
ébouillanta;ébouillanter;0,14;0,00;ind;pas;3s
écaillait;écailler;0,14;0,61;ind;imp;3s
échangerez;échanger;0,14;0,00;ind;fut;2p
échapperont;échapper;0,14;0,27;ind;fut;3p
éclaircis;éclaircir;0,14;0,20;imp;pre;2s
éclaircis;éclaircir;0,14;0,20;ind;pre;1s
éclaircis;éclaircir;0,14;0,20;ind;pre;2s
éclataient;éclater;0,14;5,47;ind;imp;3p
économiserais;économiser;0,14;0,07;cnd;pre;1s
économiserais;économiser;0,14;0,07;cnd;pre;2s
écoperas;écoper;0,14;0,00;ind;fut;2s
écouteraient;écouter;0,14;0,14;cnd;pre;3p
écume;écumer;0,14;0,68;ind;pre;1s
écume;écumer;0,14;0,68;ind;pre;3s
édifiait;édifier;0,14;0,88;ind;imp;3s
égalât;égaler;0,14;0,07;sub;imp;3s
égorgea;égorger;0,14;0,07;ind;pas;3s
élançai;élancer;0,14;0,34;ind;pas;1s
éloigneras;éloigner;0,14;0,07;ind;fut;2s
émettons;émettre;0,14;0,07;imp;pre;1p
émettons;émettre;0,14;0,07;ind;pre;1p
émeus;émouvoir;0,14;0,07;imp;pre;2s
émeus;émouvoir;0,14;0,07;ind;pre;1s
émeus;émouvoir;0,14;0,07;ind;pre;2s
émeuvent;émouvoir;0,14;1,01;ind;pre;3p
émeuvent;émouvoir;0,14;1,01;sub;pre;3p
émigrent;émigrer;0,14;0,00;ind;pre;3p
émotionne;émotionner;0,14;0,07;ind;pre;3s
énumères;énumérer;0,14;0,07;ind;pre;2s
épanouis;épanouir;0,14;0,27;ind;pre;1s
épanouis;épanouir;0,14;0,27;ind;pre;2s
épluchera;éplucher;0,14;0,00;ind;fut;3s
épouille;épouiller;0,14;0,07;ind;pre;1s
épouille;épouiller;0,14;0,07;ind;pre;3s
épousaient;épouser;0,14;0,68;ind;imp;3p
épuiserait;épuiser;0,14;0,14;cnd;pre;3s
érigeaient;ériger;0,14;0,27;ind;imp;3p
éructe;éructer;0,14;1,01;ind;pre;1s
éructe;éructer;0,14;1,01;ind;pre;3s
établirais;établir;0,14;0,07;cnd;pre;1s
étages;étager;0,14;0,14;ind;pre;2s
étages;étager;0,14;0,14;sub;pre;2s
éteindrez;éteindre;0,14;0,14;ind;fut;2p
étendaient;étendre;0,14;3,45;ind;imp;3p
étreignait;étreindre;0,14;3,45;ind;imp;3s
étreigne;étreindre;0,14;0,07;sub;pre;1s
étreigne;étreindre;0,14;0,07;sub;pre;3s
étreindront;étreindre;0,14;0,07;ind;fut;3p
étrenne;étrenner;0,14;0,07;ind;pre;3s
étudierais;étudier;0,14;0,14;cnd;pre;1s
étudierais;étudier;0,14;0,14;cnd;pre;2s
évalues;évaluer;0,14;0,07;ind;pre;2s
évanouirez;évanouir;0,14;0,00;ind;fut;2p
éveillèrent;éveiller;0,14;0,88;ind;pas;3p
éventrez;éventrer;0,14;0,00;imp;pre;2p
éventrât;éventrer;0,14;0,00;sub;imp;3s
évoquais;évoquer;0,14;2,03;ind;imp;1s
évoquais;évoquer;0,14;2,03;ind;imp;2s
ôterais;ôter;0,14;0,00;cnd;pre;1s
ôterais;ôter;0,14;0,00;cnd;pre;2s
abaisserais;abaisser;0,13;0,00;cnd;pre;1s
abaisserais;abaisser;0,13;0,00;cnd;pre;2s
abrutis;abrutir;0,13;1,55;imp;pre;2s
abrutis;abrutir;0,13;1,55;ind;pre;1s
abrutis;abrutir;0,13;1,55;ind;pre;2s
accommodent;accommoder;0,13;0,34;ind;pre;3p
accostent;accoster;0,13;0,27;ind;pre;3p
accueillerons;accueillir;0,13;0,07;ind;fut;1p
accusiez;accuser;0,13;0,00;ind;imp;2p
accélérait;accélérer;0,13;2,64;ind;imp;3s
achèveront;achever;0,13;0,20;ind;fut;3p
activera;activer;0,13;0,00;ind;fut;3s
additionnent;additionner;0,13;0,20;ind;pre;3p
adoptait;adopter;0,13;1,89;ind;imp;3s
adoucissez;adoucir;0,13;0,00;imp;pre;2p
alourdis;alourdir;0,13;1,55;imp;pre;2s
alourdis;alourdir;0,13;1,55;ind;pre;1s
alunira;alunir;0,13;0,00;ind;fut;3s
amnistie;amnistier;0,13;0,00;ind;pre;1s
amnistie;amnistier;0,13;0,00;ind;pre;3s
analyserons;analyser;0,13;0,00;ind;fut;1p
annoncerons;annoncer;0,13;0,07;ind;fut;1p
annoncions;annoncer;0,13;0,07;ind;imp;1p
annonçais;annoncer;0,13;0,88;ind;imp;1s
annonçais;annoncer;0,13;0,88;ind;imp;2s
approcheras;approcher;0,13;0,00;ind;fut;2s
approfondit;approfondir;0,13;0,88;ind;pre;3s
approfondit;approfondir;0,13;0,88;ind;pas;3s
asperges;asperger;0,13;0,00;ind;pre;2s
assista;assister;0,13;2,30;ind;pas;3s
attardait;attarder;0,13;3,65;ind;imp;3s
attirèrent;attirer;0,13;0,81;ind;pas;3p
baffe;baffer;0,13;0,07;imp;pre;2s
baffe;baffer;0,13;0,07;ind;pre;1s
baffe;baffer;0,13;0,07;ind;pre;3s
baratines;baratiner;0,13;0,00;ind;pre;2s
barra;barrer;0,13;1,01;ind;pas;3s
blesseras;blesser;0,13;0,00;ind;fut;2s
bottait;botter;0,13;0,74;ind;imp;3s
bouillonnait;bouillonner;0,13;1,15;ind;imp;3s
bouleversent;bouleverser;0,13;0,74;ind;pre;3p
bourdonnait;bourdonner;0,13;2,23;ind;imp;3s
briguait;briguer;0,13;0,07;ind;imp;3s
buterais;buter;0,13;0,07;cnd;pre;1s
buterais;buter;0,13;0,07;cnd;pre;2s
cafarde;cafarder;0,13;0,00;imp;pre;2s
cafarde;cafarder;0,13;0,00;ind;pre;1s
cafarde;cafarder;0,13;0,00;ind;pre;3s
calculais;calculer;0,13;0,34;ind;imp;1s
capitulent;capituler;0,13;0,00;ind;pre;3p
caressa;caresser;0,13;9,46;ind;pas;3s
chamaillent;chamailler;0,13;0,47;ind;pre;3p
chamaillons;chamailler;0,13;0,00;ind;pre;1p
charmait;charmer;0,13;1,01;ind;imp;3s
choisiront;choisir;0,13;0,20;ind;fut;3p
cicatriseront;cicatriser;0,13;0,07;ind;fut;3p
cogna;cogner;0,13;2,09;ind;pas;3s
cognons;cogner;0,13;0,07;imp;pre;1p
cognons;cogner;0,13;0,07;ind;pre;1p
coiffiez;coiffer;0,13;0,07;ind;imp;2p
coinces;coincer;0,13;0,07;ind;pre;2s
colore;colorer;0,13;1,01;imp;pre;2s
colore;colorer;0,13;1,01;ind;pre;3s
communiques;communiquer;0,13;0,07;ind;pre;2s
comporteriez;comporter;0,13;0,00;cnd;pre;2p
concordait;concorder;0,13;0,27;ind;imp;3s
confit;confire;0,13;0,27;ind;pre;3s
conforment;conformer;0,13;0,20;ind;pre;3p
conquiers;conquérir;0,13;0,07;imp;pre;2s
conquiers;conquérir;0,13;0,07;ind;pre;1s
consentiront;consentir;0,13;0,00;ind;fut;3p
considérerais;considérer;0,13;0,07;cnd;pre;1s
considérerais;considérer;0,13;0,07;cnd;pre;2s
constateras;constater;0,13;0,20;ind;fut;2s
consultait;consulter;0,13;2,70;ind;imp;3s
continueraient;continuer;0,13;1,22;cnd;pre;3p
contorsionne;contorsionner;0,13;0,20;imp;pre;2s
contorsionne;contorsionner;0,13;0,20;ind;pre;3s
contribueront;contribuer;0,13;0,07;ind;fut;3p
convoitent;convoiter;0,13;0,20;ind;pre;3p
corde;corder;0,13;0,27;ind;pre;1s
corde;corder;0,13;0,27;ind;pre;3s
corrigeais;corriger;0,13;0,20;ind;imp;1s
corrigeais;corriger;0,13;0,20;ind;imp;2s
couchaient;coucher;0,13;2,57;ind;imp;3p
coulèrent;couler;0,13;1,08;ind;pas;3p
crachais;cracher;0,13;0,68;ind;imp;1s
crachais;cracher;0,13;0,68;ind;imp;2s
craquerait;craquer;0,13;0,14;cnd;pre;3s
crashe;crasher;0,13;0,00;imp;pre;2s
crashe;crasher;0,13;0,00;ind;pre;1s
crashe;crasher;0,13;0,00;ind;pre;3s
croisais;croiser;0,13;1,62;ind;imp;1s
croisais;croiser;0,13;1,62;ind;imp;2s
créaient;créer;0,13;1,82;ind;imp;3p
créèrent;créer;0,13;0,20;ind;pas;3p
daignait;daigner;0,13;1,49;ind;imp;3s
demeurerons;demeurer;0,13;0,07;ind;fut;1p
descendîmes;descendre;0,13;2,09;ind;pas;1p
dessaoule;dessaouler;0,13;0,41;imp;pre;2s
dessaoule;dessaouler;0,13;0,41;ind;pre;1s
dessaoule;dessaouler;0,13;0,41;ind;pre;3s
diffame;diffamer;0,13;0,14;ind;pre;3s
différaient;différer;0,13;0,81;ind;imp;3p
diminuera;diminuer;0,13;0,00;ind;fut;3s
disposerons;disposer;0,13;0,07;ind;fut;1p
déboîte;déboîter;0,13;0,14;imp;pre;2s
déboîte;déboîter;0,13;0,14;ind;pre;1s
déboîte;déboîter;0,13;0,14;ind;pre;3s
déchaîna;déchaîner;0,13;1,35;ind;pas;3s
déchiffre;déchiffrer;0,13;1,28;imp;pre;2s
déchiffre;déchiffrer;0,13;1,28;ind;pre;1s
déchiffre;déchiffrer;0,13;1,28;ind;pre;3s
déchirera;déchirer;0,13;0,07;ind;fut;3s
déclenchons;déclencher;0,13;0,00;imp;pre;1p
déclenchons;déclencher;0,13;0,00;ind;pre;1p
décontracte;décontracter;0,13;0,20;imp;pre;2s
décontracte;décontracter;0,13;0,20;ind;pre;3s
décrivais;décrire;0,13;0,27;ind;imp;1s
décrivais;décrire;0,13;0,27;ind;imp;2s
décrive;décrire;0,13;0,41;sub;pre;1s
décrive;décrire;0,13;0,41;sub;pre;3s
défendiez;défendre;0,13;0,14;ind;imp;2p
défendraient;défendre;0,13;0,34;cnd;pre;3p
déforment;déformer;0,13;0,61;ind;pre;3p
défriche;défricher;0,13;0,20;ind;pre;1s
défriche;défricher;0,13;0,20;ind;pre;3s
déménagerai;déménager;0,13;0,00;ind;fut;1s
dépendaient;dépendre;0,13;1,76;ind;imp;3p
déplacerons;déplacer;0,13;0,07;ind;fut;1p
déployait;déployer;0,13;3,78;ind;imp;3s
dépècerai;dépecer;0,13;0,00;ind;fut;1s
déshabillaient;déshabiller;0,13;0,34;ind;imp;3p
déshabillerai;déshabiller;0,13;0,07;ind;fut;1s
désireras;désirer;0,13;0,07;ind;fut;2s
détacha;détacher;0,13;6,22;ind;pas;3s
déteigne;déteindre;0,13;0,07;sub;pre;3s
détenaient;détenir;0,13;1,01;ind;imp;3p
déterminez;déterminer;0,13;0,00;imp;pre;2p
déterminez;déterminer;0,13;0,00;ind;pre;2p
détruiriez;détruire;0,13;0,00;cnd;pre;2p
déversent;déverser;0,13;0,95;ind;pre;3p
déviez;dévier;0,13;0,00;imp;pre;2p
déviez;dévier;0,13;0,00;ind;pre;2p
dévorais;dévorer;0,13;1,01;ind;imp;1s
dévorais;dévorer;0,13;1,01;ind;imp;2s
effacerons;effacer;0,13;0,00;ind;fut;1p
embaucha;embaucher;0,13;0,14;ind;pas;3s
emménagera;emménager;0,13;0,00;ind;fut;3s
empalait;empaler;0,13;0,00;ind;imp;3s
empestent;empester;0,13;0,14;ind;pre;3p
emporterait;emporter;0,13;1,76;cnd;pre;3s
empressa;empresser;0,13;2,50;ind;pas;3s
emprunterais;emprunter;0,13;0,07;cnd;pre;1s
emprunteront;emprunter;0,13;0,14;ind;fut;3p
enlacez;enlacer;0,13;0,00;imp;pre;2p
enlacez;enlacer;0,13;0,00;ind;pre;2p
enlaça;enlacer;0,13;1,28;ind;pas;3s
entamons;entamer;0,13;0,14;imp;pre;1p
entamons;entamer;0,13;0,14;ind;pre;1p
enterraient;enterrer;0,13;0,14;ind;imp;3p
entonnait;entonner;0,13;1,22;ind;imp;3s
entrelacent;entrelacer;0,13;0,27;ind;pre;3p
entreprenez;entreprendre;0,13;0,14;imp;pre;2p
entreprenez;entreprendre;0,13;0,14;ind;pre;2p
esquintez;esquinter;0,13;0,00;imp;pre;2p
essayerait;essayer;0,13;0,27;cnd;pre;3s
exigerons;exiger;0,13;0,00;ind;fut;1p
exploserai;exploser;0,13;0,00;ind;fut;1s
exploses;exploser;0,13;0,00;ind;pre;2s
exploses;exploser;0,13;0,00;sub;pre;2s
expédiera;expédier;0,13;0,27;ind;fut;3s
expérimentaient;expérimenter;0,13;0,20;ind;imp;3p
extermina;exterminer;0,13;0,07;ind;pas;3s
exterminez;exterminer;0,13;0,00;imp;pre;2p
exterminez;exterminer;0,13;0,00;ind;pre;2p
feignait;feindre;0,13;2,77;ind;imp;3s
feignent;feindre;0,13;0,61;ind;pre;3p
festoient;festoyer;0,13;0,07;ind;pre;3p
flambait;flamber;0,13;3,11;ind;imp;3s
fonctionneront;fonctionner;0,13;0,07;ind;fut;3p
forcerais;forcer;0,13;0,07;cnd;pre;1s
forcerais;forcer;0,13;0,07;cnd;pre;2s
formalise;formaliser;0,13;0,14;imp;pre;2s
formalise;formaliser;0,13;0,14;ind;pre;1s
formalise;formaliser;0,13;0,14;ind;pre;3s
formeriez;former;0,13;0,00;cnd;pre;2p
fortifiera;fortifier;0,13;0,00;ind;fut;3s
fournisse;fournir;0,13;0,07;sub;pre;1s
fournisse;fournir;0,13;0,07;sub;pre;3s
fraise;fraiser;0,13;0,07;ind;pre;3s
fringue;fringuer;0,13;0,14;ind;pre;3s
fusionne;fusionner;0,13;0,07;imp;pre;2s
fusionne;fusionner;0,13;0,07;ind;pre;1s
fusionne;fusionner;0,13;0,07;ind;pre;3s
galopes;galoper;0,13;0,00;ind;pre;2s
gazouille;gazouiller;0,13;0,14;imp;pre;2s
gazouille;gazouiller;0,13;0,14;ind;pre;3s
gerba;gerber;0,13;0,07;ind;pas;3s
grattais;gratter;0,13;0,88;ind;imp;1s
grattais;gratter;0,13;0,88;ind;imp;2s
gueulaient;gueuler;0,13;0,41;ind;imp;3p
guidait;guider;0,13;2,30;ind;imp;3s
habilla;habiller;0,13;3,78;ind;pas;3s
hissa;hisser;0,13;2,30;ind;pas;3s
hissera;hisser;0,13;0,14;ind;fut;3s
hume;humer;0,13;1,76;imp;pre;2s
hume;humer;0,13;1,76;ind;pre;1s
hume;humer;0,13;1,76;ind;pre;3s
ignorerai;ignorer;0,13;0,41;ind;fut;1s
imaginerait;imaginer;0,13;0,81;cnd;pre;3s
implora;implorer;0,13;1,08;ind;pas;3s
impressionnait;impressionner;0,13;2,84;ind;imp;3s
incendiez;incendier;0,13;0,00;imp;pre;2p
incendiez;incendier;0,13;0,00;ind;pre;2p
incinère;incinérer;0,13;0,07;ind;pre;1s
incinère;incinérer;0,13;0,07;ind;pre;3s
inclinait;incliner;0,13;4,12;ind;imp;3s
inonda;inonder;0,13;1,42;ind;pas;3s
interceptent;intercepter;0,13;0,07;ind;pre;3p
interdisiez;interdire;0,13;0,00;ind;imp;2p
interrogeai;interroger;0,13;2,23;ind;pas;1s
intimident;intimider;0,13;0,34;ind;pre;3p
intrigues;intriguer;0,13;0,00;ind;pre;2s
inversait;inverser;0,13;0,20;ind;imp;3s
inversent;inverser;0,13;0,20;ind;pre;3p
irradie;irradier;0,13;0,88;imp;pre;2s
irradie;irradier;0,13;0,88;ind;pre;1s
irradie;irradier;0,13;0,88;ind;pre;3s
jacassent;jacasser;0,13;0,07;ind;pre;3p
jouai;jouer;0,13;1,01;ind;pas;1s
jugiez;juger;0,13;0,34;ind;imp;2p
jugule;juguler;0,13;0,00;ind;pre;3s
juriez;jurer;0,13;0,00;ind;imp;2p
labourent;labourer;0,13;0,20;ind;pre;3p
lapide;lapider;0,13;0,07;ind;pre;3s
lessive;lessiver;0,13;0,07;imp;pre;2s
lessive;lessiver;0,13;0,07;ind;pre;3s
limitait;limiter;0,13;2,36;ind;imp;3s
limitera;limiter;0,13;0,14;ind;fut;3s
lorgnait;lorgner;0,13;1,69;ind;imp;3s
lorgnez;lorgner;0,13;0,00;ind;pre;2p
lutterait;lutter;0,13;0,20;cnd;pre;3s
lâchiez;lâcher;0,13;0,00;ind;imp;2p
malmenez;malmener;0,13;0,00;imp;pre;2p
malmenez;malmener;0,13;0,00;ind;pre;2p
mangeraient;manger;0,13;0,54;cnd;pre;3p
mimait;mimer;0,13;1,96;ind;imp;3s
moisit;moisir;0,13;0,41;ind;pre;3s
moisit;moisir;0,13;0,41;ind;pas;3s
ménageait;ménager;0,13;1,82;ind;imp;3s
méprisais;mépriser;0,13;1,28;ind;imp;1s
méprisais;mépriser;0,13;1,28;ind;imp;2s
nagions;nager;0,13;0,34;ind;imp;1p
nettoierait;nettoyer;0,13;0,07;cnd;pre;3s
nettoierons;nettoyer;0,13;0,00;ind;fut;1p
nia;nier;0,13;1,01;ind;pas;3s
noyons;noyer;0,13;0,14;imp;pre;1p
noyons;noyer;0,13;0,14;ind;pre;1p
observions;observer;0,13;0,74;ind;imp;1p
offensait;offenser;0,13;0,54;ind;imp;3s
offrirez;offrir;0,13;0,20;ind;fut;2p
oit;ouïr;0,13;0,00;ind;pre;3s
omet;omettre;0,13;0,20;ind;pre;3s
opériez;opérer;0,13;0,00;ind;imp;2p
organisions;organiser;0,13;0,34;ind;imp;1p
outrepasse;outrepasser;0,13;0,20;imp;pre;2s
outrepasse;outrepasser;0,13;0,20;ind;pre;1s
outrepasse;outrepasser;0,13;0,20;ind;pre;3s
paniquaient;paniquer;0,13;0,20;ind;imp;3p
pardonneraient;pardonner;0,13;0,07;cnd;pre;3p
participeront;participer;0,13;0,27;ind;fut;3p
pencherais;pencher;0,13;0,34;cnd;pre;1s
perçoive;percevoir;0,13;0,47;sub;pre;1s
perçoive;percevoir;0,13;0,47;sub;pre;3s
piaillent;piailler;0,13;0,61;ind;pre;3p
pilonnent;pilonner;0,13;0,14;ind;pre;3p
pilotera;piloter;0,13;0,00;ind;fut;3s
piquiez;piquer;0,13;0,07;ind;imp;2p
plaident;plaider;0,13;0,20;ind;pre;3p
plaideras;plaider;0,13;0,07;ind;fut;2s
plaisantaient;plaisanter;0,13;0,68;ind;imp;3p
planaient;planer;0,13;0,95;ind;imp;3p
planteront;planter;0,13;0,00;ind;fut;3p
plaquait;plaquer;0,13;2,23;ind;imp;3s
pleurions;pleurer;0,13;0,34;ind;imp;1p
pleurions;pleurer;0,13;0,34;sub;pre;1p
pleuvaient;pleuvoir;0,13;2,23;ind;imp;3p
pliait;plier;0,13;3,18;ind;imp;3s
plongeai;plonger;0,13;1,22;ind;pas;1s
poche;pocher;0,13;0,14;imp;pre;2s
poche;pocher;0,13;0,14;ind;pre;3s
possédions;posséder;0,13;0,81;ind;imp;1p
pressais;presser;0,13;1,22;ind;imp;1s
pressais;presser;0,13;1,22;ind;imp;2s
profita;profiter;0,13;7,84;ind;pas;3s
progressais;progresser;0,13;0,27;ind;imp;1s
prolongea;prolonger;0,13;1,89;ind;pas;3s
proposeront;proposer;0,13;0,14;ind;fut;3p
prostituent;prostituer;0,13;0,07;ind;pre;3p
précédera;précéder;0,13;0,14;ind;fut;3s
préférai;préférer;0,13;0,95;ind;pas;1s
présageait;présager;0,13;0,95;ind;imp;3s
prétendrait;prétendre;0,13;0,34;cnd;pre;3s
pèseront;peser;0,13;0,07;ind;fut;3p
pétais;péter;0,13;0,07;ind;imp;1s
pétais;péter;0,13;0,07;ind;imp;2s
pêches;pêcher;0,13;0,20;ind;pre;2s
querellez;quereller;0,13;0,00;imp;pre;2p
querellez;quereller;0,13;0,00;ind;pre;2p
raccorde;raccorder;0,13;0,54;imp;pre;2s
raccorde;raccorder;0,13;0,54;ind;pre;1s
raccorde;raccorder;0,13;0,54;ind;pre;3s
raccourcis;raccourcir;0,13;0,27;imp;pre;2s
raccourcis;raccourcir;0,13;0,27;ind;pre;1s
raccourcis;raccourcir;0,13;0,27;ind;pre;2s
raccrocherai;raccrocher;0,13;0,00;ind;fut;1s
raconteront;raconter;0,13;0,07;ind;fut;3p
ramenaient;ramener;0,13;3,72;ind;imp;3p
ramperas;ramper;0,13;0,00;ind;fut;2s
rapatriez;rapatrier;0,13;0,00;imp;pre;2p
rapatriez;rapatrier;0,13;0,00;ind;pre;2p
ratatine;ratatiner;0,13;0,27;imp;pre;2s
ratatine;ratatiner;0,13;0,27;ind;pre;1s
ratatine;ratatiner;0,13;0,27;ind;pre;3s
ratissons;ratisser;0,13;0,00;imp;pre;1p
ratissons;ratisser;0,13;0,00;ind;pre;1p
ravirait;ravir;0,13;0,20;cnd;pre;3s
reconnaisses;reconnaître;0,13;0,07;sub;pre;2s
reconstruis;reconstruire;0,13;0,07;imp;pre;2s
reconstruis;reconstruire;0,13;0,07;ind;pre;1s
reconstruis;reconstruire;0,13;0,07;ind;pre;2s
recousait;recoudre;0,13;0,27;ind;imp;3s
recousez;recoudre;0,13;0,00;imp;pre;2p
recrutez;recruter;0,13;0,00;imp;pre;2p
recrutez;recruter;0,13;0,00;ind;pre;2p
redemandais;redemander;0,13;0,00;ind;imp;1s
redemandais;redemander;0,13;0,00;ind;imp;2s
redeviendrez;redevenir;0,13;0,00;ind;fut;2p
redresserai;redresser;0,13;0,00;ind;fut;1s
redressons;redresser;0,13;0,07;imp;pre;1p
redressons;redresser;0,13;0,07;ind;pre;1p
refusai;refuser;0,13;3,24;ind;pas;1s
regagnait;regagner;0,13;4,05;ind;imp;3s
regretterait;regretter;0,13;0,68;cnd;pre;3s
regretteriez;regretter;0,13;0,07;cnd;pre;2p
rejoignions;rejoindre;0,13;0,20;ind;imp;1p
reluquent;reluquer;0,13;0,07;ind;pre;3p
relâcha;relâcher;0,13;1,69;ind;pas;3s
remarchera;remarcher;0,13;0,00;ind;fut;3s
repartiez;repartir;0,13;0,07;ind;imp;2p
repassais;repasser;0,13;0,47;ind;imp;1s
repassais;repasser;0,13;0,47;ind;imp;2s
repensera;repenser;0,13;0,07;ind;fut;3s
replions;replier;0,13;0,14;imp;pre;1p
replions;replier;0,13;0,14;ind;pre;1p
repoussais;repousser;0,13;0,74;ind;imp;1s
